group_feature,lower,upper,rows_clipped,low_q,high_q
phobia:landmark_displacement_mean__mean,0.005881238492211856,0.009553858408378193,300,0.005,0.995
phobia:landmark_displacement_mean__std,0.0061570054862714685,0.00927657162119549,300,0.005,0.995
phobia:landmark_displacement_mean__max,0.019664614330235,0.0360134182496378,0,0.005,0.995
phobia:landmark_displacement_mean__range,0.019664614330235,0.0360134182496378,0,0.005,0.995
phobia:landmark_displacement_mean__slope,-7.163376534967296e-05,7.79237235067209e-05,600,0.01,0.99
phobia:gesture_frequency__mean,0.46985898340915216,0.4834884090670822,300,0.005,0.995
phobia:gesture_frequency__std,0.02551276981623445,0.03890937720243923,300,0.005,0.995
phobia:gesture_frequency__min,0.3509087023335079,0.4243634369690689,147,0.005,0.995
phobia:gesture_frequency__max,0.5231497444232515,0.5443399268208358,55,0.005,0.995
phobia:gesture_frequency__range,0.10101816139148305,0.1934312244873278,150,0.005,0.995
phobia:gesture_frequency__slope,-0.000257226952473861,0.0003032016898777857,600,0.01,0.99
phobia:posture_rigidity_index__mean,0.916083756942341,0.9354742556146981,300,0.005,0.995
phobia:posture_rigidity_index__std,0.04311885632452639,0.06720143907297577,300,0.005,0.995
phobia:posture_rigidity_index__min,0.7933951566799564,0.8473160816181806,150,0.005,0.995
phobia:posture_rigidity_index__max,1.0003795446952626,1.0973718184423962,104,0.005,0.995
phobia:posture_rigidity_index__range,0.16373425304133127,0.3039766617624397,150,0.005,0.995
phobia:posture_rigidity_index__slope,-0.000482920920876157,0.000522170037440466,600,0.01,0.99
phobia:micro_motion_energy__mean,11.819237623900047,19.861642432942357,300,0.005,0.995
phobia:micro_motion_energy__std,15.48051495496098,25.360593447015695,300,0.005,0.995
phobia:micro_motion_energy__max,52.38119940397032,97.088228340619,117,0.005,0.995
phobia:micro_motion_energy__range,52.38119940397032,97.088228340619,117,0.005,0.995
phobia:micro_motion_energy__slope,-0.1935893285476316,0.2269869502671547,600,0.01,0.99
phobia:blink_rate__mean,0.9641666746088947,1.0,150,0.005,0.995
phobia:blink_rate__std,0.0,0.1839516465414184,150,0.005,0.995
phobia:blink_rate__min,0.0,1.0,0,0.005,0.995
phobia:blink_rate__range,0.0,1.0,0,0.005,0.995
phobia:blink_rate__slope,-0.00106000974118,0.0009320405905886492,600,0.01,0.99
phobia:blink_duration__mean,0.2945794838801792,0.3122217325884723,300,0.005,0.995
phobia:blink_duration__std,0.0370111362792292,0.04816066559019487,300,0.005,0.995
phobia:blink_duration__min,0.1689638982210674,0.2321931985780133,127,0.005,0.995
phobia:blink_duration__max,0.3709439131614259,0.4081961371463187,83,0.005,0.995
phobia:blink_duration__range,0.1543154856162469,0.2392322389252513,150,0.005,0.995
phobia:blink_duration__slope,-0.000424040643803488,0.00031225163739208767,600,0.01,0.99
phobia:blink_cluster_density__mean,0.10525472742047848,0.13031781775960521,300,0.005,0.995
phobia:blink_cluster_density__std,0.05459120484726433,0.07010656502877079,300,0.005,0.995
phobia:blink_cluster_density__min,0.0,0.0101839387418167,0,0.005,0.995
phobia:blink_cluster_density__max,0.2242292092022086,0.3026384764186473,59,0.005,0.995
phobia:blink_cluster_density__range,0.22422871491205143,0.3026384764186473,150,0.005,0.995
phobia:blink_cluster_density__slope,-0.000986965680626991,0.0008013583495374478,600,0.01,0.99
phobia:eye_contact_ratio__mean,0.2342221616867119,0.25870496366318513,300,0.005,0.995
phobia:eye_contact_ratio__std,0.041562219034739285,0.060682988379168565,300,0.005,0.995
phobia:eye_contact_ratio__min,0.0980190566444421,0.17442725650698723,150,0.005,0.995
phobia:eye_contact_ratio__max,0.3277312872215293,0.411418494852134,92,0.005,0.995
phobia:eye_contact_ratio__range,0.1676006903988632,0.3133994382076919,148,0.005,0.995
phobia:eye_contact_ratio__slope,-0.0005364407388821171,0.0004981195089127619,600,0.01,0.99
phobia:downward_gaze_frequency__mean,0.9339449484828328,0.9771157337532326,300,0.005,0.995
phobia:downward_gaze_frequency__std,0.040749650677198386,0.1836305911879972,300,0.005,0.995
phobia:downward_gaze_frequency__min,0.0,0.8529453574852217,60,0.005,0.995
phobia:downward_gaze_frequency__range,0.1470546425147783,1.0,60,0.005,0.995
phobia:downward_gaze_frequency__slope,-0.000925188548282294,0.0008628877036084819,600,0.01,0.99
phobia:baseline_eye_openness__mean,0.2548465487689078,0.2814067851732583,300,0.005,0.995
phobia:baseline_eye_openness__std,0.055871347126283936,0.08074543214966688,300,0.005,0.995
phobia:baseline_eye_openness__min,0.0322980903282706,0.1630514264143677,101,0.005,0.995
phobia:baseline_eye_openness__max,0.3815802772749395,0.4850880527194784,119,0.005,0.995
phobia:baseline_eye_openness__range,0.2357867328679675,0.4527899623912078,127,0.005,0.995
phobia:baseline_eye_openness__slope,-0.000641839048201433,0.00050511422461064,600,0.01,0.99
phobia:response_latency_mean__mean,13.62572616985704,19.719850006030246,300,0.005,0.995
phobia:response_latency_mean__std,10.607552724843337,13.81839169500775,300,0.005,0.995
phobia:response_latency_mean__min,0.0,0.0,10,0.005,0.995
phobia:response_latency_mean__max,37.47240036426913,55.68494506689723,99,0.005,0.995
phobia:response_latency_mean__range,37.47240036426913,55.68494506689723,101,0.005,0.995
phobia:response_latency_mean__slope,-0.11424688683346804,0.14655868550597542,600,0.01,0.99
phobia:speech_onset_delay__mean,39.42516644839209,74.21129476726487,300,0.005,0.995
phobia:speech_onset_delay__std,42.22456488683496,63.427711671067115,300,0.005,0.995
phobia:speech_onset_delay__max,156.03895330188658,253.2991885451593,86,0.005,0.995
phobia:speech_onset_delay__range,156.03895330188658,253.2991885451593,86,0.005,0.995
phobia:speech_onset_delay__slope,-0.6559486390983847,0.6858180645166104,600,0.01,0.99
phobia:nod_onset_latency__mean,1.847548732404666,2.4708872095656793,300,0.005,0.995
phobia:nod_onset_latency__std,0.8888773258775504,1.2851327690429695,300,0.005,0.995
phobia:nod_onset_latency__min,0.0,0.26725696098404,26,0.005,0.995
phobia:nod_onset_latency__max,3.7911365582182217,5.277467326341983,124,0.005,0.995
phobia:nod_onset_latency__range,3.7911365582182217,5.277467326341983,149,0.005,0.995
phobia:nod_onset_latency__slope,-0.011042397683121655,0.011000013742370715,600,0.01,0.99
phobia:pause_duration_mean__mean,0.8067025512188258,0.951219512195122,294,0.005,0.995
phobia:pause_duration_mean__std,0.2180847899550908,0.3969137925647501,296,0.005,0.995
phobia:pause_duration_mean__slope,-0.0029349907749925378,0.0033679476132689903,600,0.01,0.99
phobia:extended_silence_ratio__mean,0.5019707573659765,0.6248772626804827,300,0.005,0.995
phobia:extended_silence_ratio__std,0.30746800455677176,0.38386819093856855,300,0.005,0.995
phobia:extended_silence_ratio__slope,-0.003783606764115285,0.003259640735070135,600,0.01,0.99
phobia:reaction_time_instability_index__mean,0.7042280702211136,0.8764137770463047,293,0.005,0.995
phobia:reaction_time_instability_index__std,0.3312826589787914,0.45847938813020667,300,0.005,0.995
phobia:reaction_time_instability_index__slope,-0.004080564881367208,0.0045619007606786,598,0.01,0.99
stress:au12_mean_amplitude__mean,0.048612140641565146,0.050289822437747315,300,0.005,0.995
stress:au12_mean_amplitude__std,0.004624086945953854,0.006301015847859205,300,0.005,0.995
stress:au12_mean_amplitude__min,0.0299735801125877,0.0404399309184383,112,0.005,0.995
stress:au12_mean_amplitude__max,0.0581711006794125,0.0654162017374599,86,0.005,0.995
stress:au12_mean_amplitude__range,0.0186960792370364,0.0354426216248722,133,0.005,0.995
stress:au12_mean_amplitude__slope,-4.616320972278705e-05,3.8667248851459304e-05,600,0.01,0.99
stress:au12_variance__mean,0.008895807049233387,0.01464615829350989,300,0.005,0.995
stress:au12_variance__std,0.013274243438838547,0.019557285710409548,300,0.005,0.995
stress:au12_variance__max,0.0481970818228611,0.0718380809770935,82,0.005,0.995
stress:au12_variance__range,0.0481970818228611,0.0718380809770935,82,0.005,0.995
stress:au12_variance__slope,-0.000179082995612068,0.000173464539929641,600,0.01,0.99
stress:au12_activation_frequency__mean,0.17746965158017586,0.24923650809930423,300,0.005,0.995
stress:au12_activation_frequency__std,0.09709461663521739,0.13113552034505013,300,0.005,0.995
stress:au12_activation_frequency__min,0.0,0.0137057139399974,116,0.005,0.995
stress:au12_activation_frequency__max,0.3796853974839682,0.5312210240174093,129,0.005,0.995
stress:au12_activation_frequency__range,0.3796853974839682,0.5312210240174093,149,0.005,0.995
stress:au12_activation_frequency__slope,-0.0011327907922151742,0.0012508198785631337,600,0.01,0.99
stress:au15_mean_amplitude__mean,0.012351596893602355,0.01319755202811955,300,0.005,0.995
stress:au15_mean_amplitude__std,0.001790308513883173,0.0025335047751995276,300,0.005,0.995
stress:au15_mean_amplitude__min,0.0056838344593098,0.0092541135429758,133,0.005,0.995
stress:au15_mean_amplitude__max,0.0163522449609681,0.0194656757775197,74,0.005,0.995
stress:au15_mean_amplitude__range,0.0079390299237142,0.0137818413182098,133,0.005,0.995
stress:au15_mean_amplitude__slope,-2.3737496042665036e-05,2.0006675284593734e-05,600,0.01,0.99
stress:au4_mean_activation__mean,0.934599644888277,0.9668404574990548,300,0.005,0.995
stress:au4_mean_activation__std,0.041513048923166825,0.056360488517514004,300,0.005,0.995
stress:au4_mean_activation__min,0.7813048028510344,0.8596770881290389,66,0.005,0.995
stress:au4_mean_activation__range,0.1403229118709611,0.2186951971489655,66,0.005,0.995
stress:au4_mean_activation__slope,-0.0005036707103615479,0.0006101435153883397,600,0.01,0.99
stress:au4_duration_ratio__mean,0.9640357553164284,0.9739467928382339,300,0.005,0.995
stress:au4_duration_ratio__std,0.012594334990446411,0.01672840313423156,300,0.005,0.995
stress:au4_duration_ratio__min,0.9216345261216222,0.9453210249904541,150,0.005,0.995
stress:au4_duration_ratio__max,0.9898538433500822,1.0,0,0.005,0.995
stress:au4_duration_ratio__range,0.05193628698282117,0.0783654738783777,150,0.005,0.995
stress:au4_duration_ratio__slope,-0.000198940936574332,0.00014197154510836794,600,0.01,0.99
stress:au1_au2_peak_intensity__mean,0.0360132343237245,0.042141725916667955,300,0.005,0.995
stress:au1_au2_peak_intensity__std,0.016829750304167956,0.02273420688242409,300,0.005,0.995
stress:au1_au2_peak_intensity__min,0.0,0.0009027652285559815,150,0.005,0.995
stress:au1_au2_peak_intensity__max,0.0676805612994705,0.1105778770342943,82,0.005,0.995
stress:au1_au2_peak_intensity__range,0.0676805612994705,0.1105778770342943,96,0.005,0.995
stress:au1_au2_peak_intensity__slope,-0.00016146437661712198,0.0001792639539024599,600,0.01,0.99
stress:au20_activation_rate__mean,0.00023946568598830401,0.0005558896938125641,300,0.005,0.995
stress:au20_activation_rate__std,0.00039013204408938954,0.0007596810862738885,300,0.005,0.995
stress:au20_activation_rate__max,0.001398836798288,0.0031413173826108,0,0.005,0.995
stress:au20_activation_rate__range,0.001398836798288,0.0031413173826108,0,0.005,0.995
stress:au20_activation_rate__slope,-6.891612310655468e-06,6.402896459075672e-06,600,0.01,0.99
stress:lip_compression_frequency__mean,0.06265321512276124,0.08776070389317463,300,0.005,0.995
stress:lip_compression_frequency__std,0.04085204664200724,0.05882999463431283,300,0.005,0.995
stress:lip_compression_frequency__min,0.0,0.0,50,0.005,0.995
stress:lip_compression_frequency__max,0.1564231562427506,0.2246701261087206,78,0.005,0.995
stress:lip_compression_frequency__range,0.1564231562427506,0.2246701261087206,78,0.005,0.995
stress:lip_compression_frequency__slope,-0.000524923761651638,0.0006391237417786992,600,0.01,0.99
stress:overall_au_variance__mean,0.22997214370246538,0.38577309972455015,300,0.005,0.995
stress:overall_au_variance__std,0.3231427305672084,0.41789169084507627,300,0.005,0.995
stress:overall_au_variance__slope,-0.004704312479187651,0.004731001556716958,600,0.01,0.99
stress:facial_emotional_range__mean,0.01264041817576341,0.014824583810363305,300,0.005,0.995
stress:facial_emotional_range__std,0.0033259607270486615,0.004390126953219843,300,0.005,0.995
stress:facial_emotional_range__min,0.0020647462094925,0.0073518988029212,75,0.005,0.995
stress:facial_emotional_range__max,0.0208400568665321,0.0253418768159631,135,0.005,0.995
stress:facial_emotional_range__range,0.0148621118787779,0.0222998404284618,151,0.005,0.995
stress:facial_emotional_range__slope,-5.190648387238339e-05,4.2447552614301685e-05,600,0.01,0.99
stress:facial_transition_frequency__mean,0.30851473635148563,0.3848980863517479,300,0.005,0.995
stress:facial_transition_frequency__std,0.1201743668588598,0.1850432351200275,300,0.005,0.995
stress:facial_transition_frequency__min,0.0,0.0929567505402993,45,0.005,0.995
stress:facial_transition_frequency__max,0.6098109552806634,0.8289767774054502,80,0.005,0.995
stress:facial_transition_frequency__range,0.5500747094987564,0.8289767774054502,148,0.005,0.995
stress:facial_transition_frequency__slope,-0.001443201952633923,0.0013891739866773016,600,0.01,0.99
stress:near_zero_au_activation_ratio__mean,0.9556420436748714,0.9694897232025265,300,0.005,0.995
stress:near_zero_au_activation_ratio__std,0.025128267306147117,0.032533397352036614,300,0.005,0.995
stress:near_zero_au_activation_ratio__min,0.8459150234766383,0.91606179694086,66,0.005,0.995
stress:near_zero_au_activation_ratio__range,0.08393820305914,0.1540849765233617,66,0.005,0.995
stress:near_zero_au_activation_ratio__slope,-0.000311790173387898,0.0002927265008316017,600,0.01,0.99
stress:mean_head_velocity__mean,0.23056988786861557,0.2857279285206196,300,0.005,0.995
stress:mean_head_velocity__std,0.08776378399473977,0.12330472055910953,300,0.005,0.995
stress:mean_head_velocity__min,0.0,0.094921139743886,24,0.005,0.995
stress:mean_head_velocity__max,0.4259997718552322,0.557107282533857,147,0.005,0.995
stress:mean_head_velocity__range,0.3788111878425708,0.557107282533857,115,0.005,0.995
stress:mean_head_velocity__slope,-0.001101044211123144,0.0009759381913648245,600,0.01,0.99
stress:head_velocity_peak__mean,2.921870147253529,3.938163591330767,300,0.005,0.995
stress:head_velocity_peak__std,1.5278569522415015,2.0385203121545237,300,0.005,0.995
stress:head_velocity_peak__min,0.0,0.5421554663636192,150,0.005,0.995
stress:head_velocity_peak__max,6.421696061875306,8.609477627415249,0,0.005,0.995
stress:head_velocity_peak__range,6.421696061875306,8.609477627415249,16,0.005,0.995
stress:head_velocity_peak__slope,-0.0181345289404789,0.018098411341614086,600,0.01,0.99
stress:head_motion_energy__mean,13.363784727413629,19.441016183840446,300,0.005,0.995
stress:head_motion_energy__std,13.303326878957016,17.723905638390022,300,0.005,0.995
stress:head_motion_energy__max,42.4339186492933,69.46142745443254,79,0.005,0.995
stress:head_motion_energy__range,42.4339186492933,69.46142745443254,79,0.005,0.995
stress:head_motion_energy__slope,-0.1582647763272205,0.16017694771487412,600,0.01,0.99
stress:motion_energy_floor_score__mean,0.5919018579619958,0.6887204489955348,300,0.005,0.995
stress:motion_energy_floor_score__std,0.13701604961615432,0.18763181191515088,300,0.005,0.995
stress:motion_energy_floor_score__min,0.1425683507473354,0.383075899420886,125,0.005,0.995
stress:motion_energy_floor_score__max,0.9315089890529524,1.0,150,0.005,0.995
stress:motion_energy_floor_score__range,0.602436886261127,0.8574316492526646,145,0.005,0.995
stress:motion_energy_floor_score__slope,-0.001936101131321945,0.0022838332296411827,600,0.01,0.99
stress:landmark_displacement_mean__mean,0.006074343484194294,0.00937788419974829,300,0.005,0.995
stress:landmark_displacement_mean__std,0.007036699278435308,0.009095515137337636,300,0.005,0.995
stress:landmark_displacement_mean__max,0.0233477965628509,0.034858995332441,69,0.005,0.995
stress:landmark_displacement_mean__range,0.0233477965628509,0.034858995332441,69,0.005,0.995
stress:landmark_displacement_mean__slope,-7.171657904975234e-05,6.388744443958783e-05,600,0.01,0.99
stress:gesture_frequency__mean,1.507048911587756,1.554707422435573,298,0.005,0.995
stress:gesture_frequency__std,0.07765006210065464,0.1075035496888558,300,0.005,0.995
stress:gesture_frequency__min,1.1351102667945148,1.3448304886379605,120,0.005,0.995
stress:gesture_frequency__max,1.632676851491903,1.6951738617542504,38,0.005,0.995
stress:gesture_frequency__range,0.3223395034977671,0.5600635949597357,150,0.005,0.995
stress:gesture_frequency__slope,-0.000883009276907862,0.0009053934594246282,600,0.01,0.99
stress:posture_rigidity_index__mean,1.373711682005254,1.4001476281969438,300,0.005,0.995
stress:posture_rigidity_index__std,0.0677728991132047,0.09653234560141173,300,0.005,0.995
stress:posture_rigidity_index__min,1.1234070720923428,1.253819243198785,103,0.005,0.995
stress:posture_rigidity_index__max,1.5154743441328615,1.6558551602637577,85,0.005,0.995
stress:posture_rigidity_index__range,0.2854058008134683,0.5324480881714149,146,0.005,0.995
stress:posture_rigidity_index__slope,-0.0008376639513971011,0.0005797845505848534,600,0.01,0.99
stress:micro_motion_energy__mean,10.808413374253867,18.740307191220094,300,0.005,0.995
stress:micro_motion_energy__std,15.365614659942356,25.53471308588177,300,0.005,0.995
stress:micro_motion_energy__max,54.02057104612064,105.1503890806528,150,0.005,0.995
stress:micro_motion_energy__range,54.02057104612064,105.1503890806528,150,0.005,0.995
stress:micro_motion_energy__slope,-0.18266350307259757,0.16867768885318804,600,0.01,0.99
stress:blink_rate__mean,0.9775620143381418,1.0,150,0.005,0.995
stress:blink_rate__std,0.0,0.1493771676837119,150,0.005,0.995
stress:blink_rate__min,0.0088818051159579,1.0,0,0.005,0.995
stress:blink_rate__range,0.0,0.991118194884042,0,0.005,0.995
stress:blink_rate__slope,-0.000864384496029575,0.0006961300642602197,600,0.01,0.99
stress:blink_duration__mean,0.2914830812182282,0.3162777771818102,300,0.005,0.995
stress:blink_duration__std,0.03358028541885699,0.05129697738883699,300,0.005,0.995
stress:blink_duration__min,0.1789174901016036,0.24130532495101353,150,0.005,0.995
stress:blink_duration__max,0.369802538174683,0.4275882788454269,6,0.005,0.995
stress:blink_duration__range,0.143757194101839,0.2486707887438232,149,0.005,0.995
stress:blink_duration__slope,-0.000454908219098164,0.00044343001407498405,600,0.01,0.99
stress:blink_cluster_density__mean,0.1021504842314681,0.12687704630217223,300,0.005,0.995
stress:blink_cluster_density__std,0.052387983331957384,0.06892465044133647,300,0.005,0.995
stress:blink_cluster_density__min,0.0,0.0272690340871705,125,0.005,0.995
stress:blink_cluster_density__max,0.2121580759952157,0.2959409660607569,0,0.005,0.995
stress:blink_cluster_density__range,0.2121580759952157,0.2959409660607569,24,0.005,0.995
stress:blink_cluster_density__slope,-0.000553626337229074,0.000548031996021796,600,0.01,0.99
stress:eye_contact_ratio__mean,0.8071224255133992,0.8378015905468558,300,0.005,0.995
stress:eye_contact_ratio__std,0.038080184911681435,0.05447441163188455,300,0.005,0.995
stress:eye_contact_ratio__min,0.67097130680897,0.756883387875069,99,0.005,0.995
stress:eye_contact_ratio__max,0.8978455225529103,0.9597473346712392,59,0.005,0.995
stress:eye_contact_ratio__range,0.1676714582608481,0.2887760278622692,104,0.005,0.995
stress:eye_contact_ratio__slope,-0.000593960084226946,0.0005583414167473653,600,0.01,0.99
stress:downward_gaze_frequency__mean,0.8680342116476533,0.9617303989811589,300,0.005,0.995
stress:downward_gaze_frequency__std,0.10798359804796973,0.25828207582183,300,0.005,0.995
stress:downward_gaze_frequency__min,0.0,0.4078337225164223,121,0.005,0.995
stress:downward_gaze_frequency__range,0.5921662774835776,1.0,121,0.005,0.995
stress:downward_gaze_frequency__slope,-0.001769219492808704,0.0016636059878830452,600,0.01,0.99
stress:baseline_eye_openness__mean,0.3710561545731836,0.39602309527219787,300,0.005,0.995
stress:baseline_eye_openness__std,0.06399310098275413,0.08673801512203033,300,0.005,0.995
stress:baseline_eye_openness__min,0.2039990558151673,0.2476828220123627,118,0.005,0.995
stress:baseline_eye_openness__max,0.4963822351604569,0.5942294082938517,0,0.005,0.995
stress:baseline_eye_openness__range,0.2738426258933005,0.3902303524786844,145,0.005,0.995
stress:baseline_eye_openness__slope,-0.0008027962805961389,0.000903544790239836,600,0.01,0.99
stress:response_latency_mean__mean,28.46048078950528,38.97360540662176,296,0.005,0.995
stress:response_latency_mean__std,20.108844530327797,27.909207815495165,300,0.005,0.995
stress:response_latency_mean__max,81.92317575615924,103.81920772172988,150,0.005,0.995
stress:response_latency_mean__range,81.92317575615924,103.81920772172988,150,0.005,0.995
stress:response_latency_mean__slope,-0.20302371667532398,0.17777440356085608,600,0.01,0.99
stress:speech_onset_delay__mean,45.769862250316045,76.63131347144518,300,0.005,0.995
stress:speech_onset_delay__std,46.13914143671204,61.32601713777711,300,0.005,0.995
stress:speech_onset_delay__max,159.5568137882677,283.16561130008046,99,0.005,0.995
stress:speech_onset_delay__range,159.5568137882677,283.16561130008046,99,0.005,0.995
stress:speech_onset_delay__slope,-0.6051861381351907,0.5817513764905026,600,0.01,0.99
stress:nod_onset_latency__mean,1.8247899547998325,2.274295831338614,300,0.005,0.995
stress:nod_onset_latency__std,0.7970883905394159,1.165158210968039,300,0.005,0.995
stress:nod_onset_latency__min,0.0,0.2435717763210174,108,0.005,0.995
stress:nod_onset_latency__max,3.5711499247131693,4.82667583509839,38,0.005,0.995
stress:nod_onset_latency__range,3.5711499247131693,4.82667583509839,143,0.005,0.995
stress:nod_onset_latency__slope,-0.00890897489577716,0.010622830214755522,600,0.01,0.99
stress:pause_duration_mean__mean,0.7755088278286854,0.9615384615384616,292,0.005,0.995
stress:pause_duration_mean__std,0.1941839093451543,0.4223056159762339,297,0.005,0.995
stress:pause_duration_mean__min,0.0,0.0,6,0.005,0.995
stress:pause_duration_mean__range,1.0,1.0,6,0.005,0.995
stress:pause_duration_mean__slope,-0.003189710351817646,0.003771215752748966,600,0.01,0.99
stress:extended_silence_ratio__mean,0.42335133760796145,0.6275644863420937,300,0.005,0.995
stress:extended_silence_ratio__std,0.322054005587736,0.37893043517764835,300,0.005,0.995
stress:extended_silence_ratio__slope,-0.00496006459420388,0.004533375746476894,600,0.01,0.99
stress:reaction_time_instability_index__mean,0.6830785279840447,0.835773554138437,300,0.005,0.995
stress:reaction_time_instability_index__std,0.37340018298329475,0.4658682435630981,300,0.005,0.995
stress:reaction_time_instability_index__slope,-0.0036481613090295177,0.0042799675210538285,600,0.01,0.99
suicidal_tendency:au12_mean_amplitude__mean,0.007666705508305198,0.01001396722390747,300,0.005,0.995
suicidal_tendency:au12_mean_amplitude__std,0.0045701893318004505,0.0062788882585699795,300,0.005,0.995
suicidal_tendency:au12_mean_amplitude__min,0.0,0.0006029531884683,62,0.005,0.995
suicidal_tendency:au12_mean_amplitude__max,0.0156613343406876,0.0246959942265555,6,0.005,0.995
suicidal_tendency:au12_mean_amplitude__range,0.0156613343406876,0.0246959942265555,9,0.005,0.995
suicidal_tendency:au12_mean_amplitude__slope,-5.405559590333387e-05,4.872300443563026e-05,600,0.01,0.99
suicidal_tendency:au12_variance__mean,0.00058361167633234,0.0012009574778532874,300,0.005,0.995
suicidal_tendency:au12_variance__std,0.000834962801256397,0.001279557681430574,300,0.005,0.995
suicidal_tendency:au12_variance__max,0.002902619074978,0.0050022311945609,9,0.005,0.995
suicidal_tendency:au12_variance__range,0.002902619074978,0.0050022311945609,9,0.005,0.995
suicidal_tendency:au12_variance__slope,-1.062168271352688e-05,1.1902346864094407e-05,600,0.01,0.99
suicidal_tendency:au12_activation_frequency__mean,0.1593313672315217,0.22454731721567814,300,0.005,0.995
suicidal_tendency:au12_activation_frequency__std,0.1647914582170668,0.21960243455800374,300,0.005,0.995
suicidal_tendency:au12_activation_frequency__max,0.5680077207243458,0.8922802439200133,150,0.005,0.995
suicidal_tendency:au12_activation_frequency__range,0.5680077207243458,0.8922802439200133,150,0.005,0.995
suicidal_tendency:au12_activation_frequency__slope,-0.0017942757377631,0.001632930671001697,591,0.01,0.99
suicidal_tendency:au15_mean_amplitude__mean,0.01371586521234803,0.023754198092827448,300,0.005,0.995
suicidal_tendency:au15_mean_amplitude__std,0.014321511675784597,0.02182330797508183,300,0.005,0.995
suicidal_tendency:au15_mean_amplitude__max,0.0498933778454825,0.0780777899865751,86,0.005,0.995
suicidal_tendency:au15_mean_amplitude__range,0.0498933778454825,0.0780777899865751,86,0.005,0.995
suicidal_tendency:au15_mean_amplitude__slope,-0.000170049368162031,0.00017581052774723078,600,0.01,0.99
suicidal_tendency:au4_mean_activation__mean,0.9039574452958297,0.9468269113003782,300,0.005,0.995
suicidal_tendency:au4_mean_activation__std,0.05858910179808087,0.08113894387645232,300,0.005,0.995
suicidal_tendency:au4_mean_activation__min,0.6670140295790702,0.7895362341571234,147,0.005,0.995
suicidal_tendency:au4_mean_activation__range,0.2104637658428766,0.3329859704209298,147,0.005,0.995
suicidal_tendency:au4_mean_activation__slope,-0.0006951923881303209,0.0006783082319111208,600,0.01,0.99
suicidal_tendency:au4_duration_ratio__mean,0.9528926778541289,0.9621216819820932,300,0.005,0.995
suicidal_tendency:au4_duration_ratio__std,0.012374497808587492,0.017377394011798292,300,0.005,0.995
suicidal_tendency:au4_duration_ratio__min,0.911599475503625,0.9408132889607804,120,0.005,0.995
suicidal_tendency:au4_duration_ratio__max,0.9809235912551,1.0,31,0.005,0.995
suicidal_tendency:au4_duration_ratio__range,0.049750730488467,0.088400524496375,149,0.005,0.995
suicidal_tendency:au4_duration_ratio__slope,-0.00018663870309191402,0.00012871585661637585,600,0.01,0.99
suicidal_tendency:au1_au2_peak_intensity__mean,0.025884621365384667,0.029612212882675508,300,0.005,0.995
suicidal_tendency:au1_au2_peak_intensity__std,0.0065892588145275545,0.00958106443128422,300,0.005,0.995
suicidal_tendency:au1_au2_peak_intensity__min,0.0,0.0134226122724027,136,0.005,0.995
suicidal_tendency:au1_au2_peak_intensity__max,0.0402193383775902,0.0553503528522713,50,0.005,0.995
suicidal_tendency:au1_au2_peak_intensity__range,0.0279941358927383,0.0553503528522713,147,0.005,0.995
suicidal_tendency:au1_au2_peak_intensity__slope,-6.535291791275181e-05,8.889543082728678e-05,600,0.01,0.99
suicidal_tendency:au20_activation_rate__mean,0.000266377020792026,0.0005534592417784165,300,0.005,0.995
suicidal_tendency:au20_activation_rate__std,0.00040400075562986354,0.0007762890433416492,300,0.005,0.995
suicidal_tendency:au20_activation_rate__max,0.0013194430149824,0.0039488504055126,14,0.005,0.995
suicidal_tendency:au20_activation_rate__range,0.0013194430149824,0.0039488504055126,14,0.005,0.995
suicidal_tendency:au20_activation_rate__slope,-5.236701719468726e-06,6.602908368356685e-06,600,0.01,0.99
suicidal_tendency:lip_compression_frequency__mean,0.47119061348694674,0.6288739943761275,300,0.005,0.995
suicidal_tendency:lip_compression_frequency__std,0.2638119544136102,0.3227846992211972,296,0.005,0.995
suicidal_tendency:lip_compression_frequency__min,0.0,0.0640288792793666,52,0.005,0.995
suicidal_tendency:lip_compression_frequency__range,0.9359711207206334,1.0,52,0.005,0.995
suicidal_tendency:lip_compression_frequency__slope,-0.003424207981161682,0.0036099986165571414,600,0.01,0.99
suicidal_tendency:overall_au_variance__mean,0.03976393721881977,0.07382896867836208,300,0.005,0.995
suicidal_tendency:overall_au_variance__std,0.05438588678624126,0.10029876893084132,300,0.005,0.995
suicidal_tendency:overall_au_variance__max,0.19366111320554336,0.4524901762139377,150,0.005,0.995
suicidal_tendency:overall_au_variance__range,0.19366111320554336,0.4524901762139377,150,0.005,0.995
suicidal_tendency:overall_au_variance__slope,-0.000693625132344466,0.000731315139082752,600,0.01,0.99
suicidal_tendency:facial_emotional_range__mean,0.0009541632659021,0.0013340385191706746,291,0.005,0.995
suicidal_tendency:facial_emotional_range__std,0.0007930839821127405,0.0010675290994876868,300,0.005,0.995
suicidal_tendency:facial_emotional_range__max,0.0028432104995158,0.0042334287241776,114,0.005,0.995
suicidal_tendency:facial_emotional_range__range,0.0028432104995158,0.0042334287241776,114,0.005,0.995
suicidal_tendency:facial_emotional_range__slope,-9.288943131547896e-06,8.319690537744052e-06,600,0.01,0.99
suicidal_tendency:facial_transition_frequency__mean,0.12677034550651836,0.17504924356358165,300,0.005,0.995
suicidal_tendency:facial_transition_frequency__std,0.08670300530506382,0.13302284302871475,300,0.005,0.995
